mapa,monster_id,amount,eh_re
hu_fild04,1692,20,False
hu_fild04,1384,10,False
hu_fild04,1385,10,False
hu_fild04,1155,10,False
hu_fild04,1156,60,False
hu_fild04,1627,30,False
hu_fild04,1687,20,False
hu_fild04,1386,7,False
hu_fild04,1080,10,False
hu_fild05,1627,53,False
hu_fild05,1687,60,False
hu_fild05,1262,4,False
hu_fild06,1628,50,False
hu_fild06,1103,20,False
hu_fild06,1002,10,False
hu_fild06,1031,10,False
hu_fild06,1613,10,False
hu_fild07,1692,10,False
hu_fild07,1384,10,False
hu_fild07,1385,10,False
hu_fild07,1155,60,False
hu_fild07,1156,20,False
hu_fild07,1715,10,False
hu_fild07,1718,10,False
hu_fild07,1627,30,False
hu_fild07,1687,10,False
hu_fild07,1368,20,False
hu_fild07,1378,10,False
hu_fild07,1081,20,False
lhz_fild01,1628,30,False
lhz_fild01,1103,20,False
lhz_fild02,1103,30,False
lhz_fild02,1128,10,False
lhz_fild02,1628,10,False
lhz_fild02,1627,10,False
lhz_fild03,1103,20,False
lhz_fild03,1128,10,False
lhz_fild03,1627,20,False
lhz_fild03,1680,10,False
lou_fild01,1060,15,False
lou_fild01,1103,21,False
lou_fild01,1030,5,False
lou_fild01,1084,5,False
mjolnir_01,1128,20,False
mjolnir_01,1104,70,False
mjolnir_02,1004,30,False
mjolnir_02,1018,20,False
mjolnir_02,1155,50,False
mjolnir_02,1118,30,False
mjolnir_03,1018,10,False
mjolnir_03,1156,70,False
mjolnir_03,1031,10,False
mjolnir_03,1118,10,False
mjolnir_03,1100,20,False
mjolnir_04,1004,70,False
mjolnir_04,1031,10,False
mjolnir_04,1118,30,False
mjolnir_04,1099,20,False
mjolnir_05,1031,10,False
mjolnir_05,1118,20,False
mjolnir_05,1100,20,False
mjolnir_06,1174,70,False
mjolnir_06,1128,20,False
mjolnir_06,1104,20,False
mjolnir_06,1031,20,False
mjolnir_06,1103,30,False
mjolnir_07,1077,60,False
mjolnir_07,1094,30,False
mjolnir_07,1104,20,False
mjolnir_07,1128,20,False
mjolnir_07,1031,20,False
mjolnir_07,1004,20,False
mjolnir_08,1139,60,False
mjolnir_08,1099,30,False
mjolnir_08,1100,20,False
mjolnir_08,1031,20,False
mjolnir_08,1002,10,False
mjolnir_09,1104,10,False
mjolnir_09,1174,20,False
mjolnir_09,1128,70,False
mjolnir_09,1031,20,False
mjolnir_09,1013,30,False
mjolnir_10,1139,20,False
mjolnir_10,1031,20,False
mjolnir_10,1155,10,False
mjolnir_11,1020,50,False
mjolnir_11,1031,10,False
mjolnir_11,1054,30,False
mjolnir_12,1215,20,False
mjolnir_12,1053,20,False
moc_fild01,1107,70,False
moc_fild01,1097,20,False
moc_fild01,1049,10,False
moc_fild01,1113,30,False
moc_fild01,1002,10,False
moc_fild02,1097,10,False
moc_fild02,1049,10,False
moc_fild02,1113,30,False
moc_fild03,1033,70,False
moc_fild03,1277,30,False
moc_fild03,1031,20,False
moc_fild03,1116,10,False
moc_fild03,1010,20,False
moc_fild03,1092,1,False
moc_fild11,1127,10,False
moc_fild11,1040,70,False
moc_fild11,1095,10,False
moc_fild11,1105,10,False
moc_fild11,1160,10,False
moc_fild11,1097,10,False
moc_fild11,1138,20,False
moc_fild11,1055,20,False
moc_fild11,1083,1,False
moc_fild13,1106,30,False
moc_fild13,1030,75,False
moc_fild13,1025,30,False
moc_fild13,1037,5,False
moc_fild13,1031,20,False
moc_fild13,1113,10,False
moc_fild16,1138,25,False
moc_fild16,1095,10,False
moc_fild16,1105,20,False
moc_fild16,1097,10,False
moc_fild17,1042,30,False
moc_fild17,1138,15,False
moc_fild17,1097,10,False
moc_fild17,1001,5,False
moc_fild18,1042,70,False
moc_fild18,1011,40,False
moc_fild18,1055,80,False
moc_fild18,1058,10,False
moc_fild18,1097,5,False
moc_fild18,1035,1,False
moc_fild20,1097,10,False
moc_fild20,1095,20,False
moc_fild20,1105,20,False
moc_fild20,1160,20,False
moc_fild20,1058,20,False
moc_fild20,1113,30,False
moc_fild20,1001,70,False
moc_fild20,1050,50,False
moc_fild20,1049,50,False
moc_fild21,1040,61,False
moc_fild21,1278,46,False
moc_fild21,1366,46,False
mosk_fild02,1060,40,False
mosk_fild02,1103,20,False
mosk_fild02,1002,10,False
pay_fild01,1031,10,False
pay_fild01,1014,100,False
pay_fild01,1084,15,False
pay_fild02,1013,70,False
pay_fild02,1031,20,False
pay_fild03,1063,50,False
pay_fild05,1321,5,False
pay_fild05,1031,20,False
pay_fild05,1077,65,False
pay_fild05,1080,8,False
pay_fild06,1031,20,False
pay_fild06,1053,40,False
pay_fild07,1033,70,False
pay_fild07,1116,40,False
pay_fild07,1031,20,False
pay_fild07,1010,20,False
pay_fild08,1002,30,False
pay_fild08,1010,50,False
pay_fild08,1008,20,False
pay_fild09,1031,20,False
pay_fild09,1056,80,False
pay_fild09,1060,70,False
pay_fild10,1110,70,False
pay_fild10,1077,20,False
pay_fild10,1180,4,False
pay_fild11,1277,30,False
pay_fild11,1180,60,False
pay_fild11,1321,50,False
pay_fild11,1085,6,False
prt_fild00,1018,10,False
prt_fild00,1007,20,False
prt_fild00,1008,30,False
prt_fild00,1063,30,False
prt_fild00,1002,40,False
prt_fild00,1004,70,False
prt_fild01,1051,30,False
prt_fild01,1008,10,False
prt_fild02,1020,70,False
prt_fild02,1007,50,False
prt_fild02,1008,20,False
prt_fild02,1063,10,False
prt_fild02,1002,30,False
prt_fild03,1056,40,False
prt_fild04,1052,70,False
prt_fild04,1018,40,False
prt_fild04,1008,10,False
prt_fild04,1002,30,False
prt_fild05,1002,70,False
prt_fild05,1063,30,False
prt_fild05,1008,30,False
prt_fild06,1048,20,False
prt_fild06,1051,10,False
prt_fild06,1008,20,False
prt_fild07,1031,30,False
prt_fild08,1113,10,False
prt_fild09,1167,70,False
prt_fild09,1107,20,False
prt_fild09,1047,20,False
prt_fild09,1049,20,False
prt_fild09,1009,10,False
prt_fild10,1166,70,False
prt_fild10,1167,40,False
prt_fild10,1051,10,False
ra_fild01,1780,60,False
ra_fild01,1368,30,False
ra_fild01,1781,20,False
ra_fild01,1783,5,False
ra_fild01,1259,3,False
ra_fild02,1780,60,False
ra_fild02,1781,20,False
ra_fild02,1783,15,False
ra_fild03,1783,35,False
ra_fild03,1781,10,False
ra_fild03,1784,10,False
ra_fild04,1784,20,False
ra_fild04,1261,10,False
ra_fild04,1783,3,False
ra_fild05,1680,70,False
ra_fild05,1781,20,False
ra_fild05,1368,10,False
ra_fild06,1680,50,False
ra_fild06,1781,10,False
ra_fild07,1782,50,False
ra_fild07,1783,20,False
ra_fild07,1784,10,False
ra_fild08,1784,100,False
ra_fild08,1113,40,False
ra_fild08,1781,20,False
ra_fild09,1781,60,False
ra_fild09,1613,20,False
ra_fild09,1680,10,False
ra_fild09,1376,1,False
ra_fild10,1784,30,False
ra_fild10,1783,20,False
ra_fild10,1782,10,False
ra_fild11,1113,100,False
ra_fild11,1784,40,False
ra_fild11,1782,2,False
ra_fild11,1081,15,False
ra_fild11,1078,5,False
ra_fild12,1113,100,False
ra_fild12,1784,40,False
ra_fild12,1031,5,False
ra_fild13,1784,60,False
ra_fild13,1113,40,False
ra_fild13,1782,5,False
spl_fild01,1995,50,False
um_fild01,1215,15,False
um_fild01,1376,2,False
um_fild01,1114,10,False
um_fild02,1104,10,False
um_fild02,1494,30,False
um_fild02,1114,20,False
um_fild02,1118,3,False
um_fild03,1321,20,False
um_fild03,1271,10,False
um_fild03,1259,1,False
um_fild04,1494,50,False
um_fild04,1128,21,False
ve_fild01,1113,10,False
ve_fild01,1055,70,False
ve_fild01,1037,10,False
ve_fild02,1784,20,False
ve_fild02,1166,60,False
ve_fild02,1782,20,False
ve_fild02,1037,5,False
ve_fild03,1784,10,False
ve_fild03,1165,45,False
ve_fild03,1386,5,False
ve_fild04,1784,20,False
ve_fild04,1106,60,False
ve_fild04,1782,20,False
ve_fild05,1782,15,False
ve_fild05,1783,5,False
ve_fild05,1781,10,False
ve_fild05,1165,30,False
ve_fild05,1386,55,False
ve_fild05,1082,5,False
ve_fild05,1083,1,False
ve_fild06,1784,3,False
ve_fild06,1083,1,False
ve_fild07,1266,10,False
ve_fild07,1074,10,False
ve_fild07,1254,35,False
ve_fild07,1037,70,False
yuno_fild01,1002,20,False
yuno_fild01,1031,20,False
yuno_fild01,1369,3,False
yuno_fild02,1494,40,False
yuno_fild02,1128,40,False
yuno_fild02,1114,20,False
yuno_fild02,1035,10,False
yuno_fild02,1261,5,False
yuno_fild02,1715,2,False
yuno_fild02,1718,2,False
yuno_fild03,1031,50,False
yuno_fild03,1113,40,False
yuno_fild03,1002,30,False
yuno_fild03,1242,20,False
yuno_fild03,1368,15,False
yuno_fild03,1037,1,False
yuno_fild04,1002,60,False
yuno_fild04,1113,40,False
yuno_fild04,1009,20,False
yuno_fild04,1008,10,False
yuno_fild05,1162,70,False
yuno_fild05,1114,30,False
yuno_fild05,1128,30,False
yuno_fild05,1494,10,False
yuno_fild05,1388,1,False
yuno_fild05,1078,10,False
yuno_fild05,1080,10,False
yuno_fild05,1081,10,False
yuno_fild05,1079,4,False
yuno_fild06,1372,40,False
yuno_fild06,1378,20,False
yuno_fild07,1368,20,False
yuno_fild07,1380,10,False
yuno_fild08,1261,5,False
yuno_fild08,1114,20,False
yuno_fild09,1494,40,False
yuno_fild09,1128,40,False
yuno_fild09,1174,20,False
yuno_fild09,1114,20,False
yuno_fild09,1035,10,False
yuno_fild09,1261,5,False
yuno_fild10,1494,40,False
yuno_fild10,1174,20,False
yuno_fild10,1114,20,False
yuno_fild10,1368,20,False
yuno_fild10,1035,10,False
yuno_fild11,1386,43,False
yuno_fild11,1378,10,False
yuno_fild12,1114,30,False
yuno_fild12,1378,20,False
yuno_fild12,1031,15,False
alde_dun04,1205,1,False
alde_dun04,1203,1,False
alde_dun04,1204,1,False
anthell01,1289,1,False
c_tower4,1205,1,False
gef_dun01,1204,1,False
gef_dun03,1291,2,False
gl_cas01,1204,1,False
gl_church,1036,50,False
gl_church,1302,1,False
gl_chyard,1036,35,False
gl_chyard,1015,20,False
gld_dun01,1290,10,False
gld_dun01,1301,20,False
gld_dun01,1309,10,False
gld_dun01,1092,1,False
gld_dun02,1295,3,False
gld_dun02,1294,5,False
gld_dun03,1289,3,False
gld_dun03,1311,10,False
gld_dun03,1306,20,False
gld_dun04,1302,1,False
odin_tem02,1765,1,False
treasure01,1179,15,False
treasure01,1077,12,False
treasure02,1208,1,False
treasure02,1216,38,False
tur_dun04,1208,7,False
um_dun01,1495,70,False
um_dun01,1499,10,False
um_dun01,1498,10,False
um_dun01,1081,5,False
um_dun01,1080,5,False
um_dun02,1497,82,False
um_dun02,1380,5,False
um_dun02,1498,20,False
um_dun02,1493,25,False
um_dun02,1081,5,False
um_dun02,1078,5,False
um_dun02,1083,6,False
xmas_dun02,1515,1,False
